NCT ID,Disease,Drug Name
NCT06914999,Oropharynx squamous cell carcinoma,SODIUM FLUORIDE F-18
NCT06749899,Nasopharyngeal carcinoma,QL1706
NCT06749899,Nasopharyngeal carcinoma,gemcitabine
NCT06749899,Nasopharyngeal carcinoma,cisplatin
NCT07030699,Lymphoma,epcoritamab
NCT07030699,Lymphoma,lenalidomide
NCT07030699,Lymphoma,tafasitamab
NCT06946199,Rheumatoid arthritis,cizutamig
NCT06592599,Nasopharyngeal carcinoma,toripalimab
NCT07032142,Cancer,I-01/23
NCT06880042,Vitiligo-associated multiple autoimmune disease susceptibility 1,tacrolimus
NCT06880042,Vitiligo-associated multiple autoimmune disease susceptibility 1,Calcipotriol
NCT06731699,Non-Hodgkin lymphoma,FD-001
NCT07102342,Parkinson disease,Human Dopaminergic Progenitor Cells
NCT06566742,Myelodysplastic syndrome,olutasidenib
NCT07003542,Adult glioblastoma,sitagliptin
NCT06926075,Glioma susceptibility 1,A novel hGIIA-Vimentin Inhibitor
NCT06926075,Glioma susceptibility 1,Dose expansion
NCT06926075,Malignant pancreatic neoplasm,A novel hGIIA-Vimentin Inhibitor
NCT06926075,Malignant pancreatic neoplasm,Dose expansion
NCT06926075,Ovarian cancer,A novel hGIIA-Vimentin Inhibitor
NCT06926075,Ovarian cancer,Dose expansion
NCT06926075,Skin cancer,A novel hGIIA-Vimentin Inhibitor
NCT06926075,Skin cancer,Dose expansion
NCT07018570,Gastroesophageal junction adenocarcinoma,pembrolizumab
NCT07018570,Gastroesophageal junction adenocarcinoma,docetaxel
NCT07018570,Gastroesophageal junction adenocarcinoma,oxaliplatin
NCT07018570,Gastroesophageal junction adenocarcinoma,Levofolinate
NCT07018570,Gastroesophageal junction adenocarcinoma,Fluorouracil (5-FU)
NCT06988670,Hypoparathyroidism,EXT608
NCT06944470,Non-small cell lung carcinoma,Paclitaxel + Carboplatin/cisplatin for squamous cell carcinoma and pemetrexed + carboplatin/cisplatin for non-squamous cell carcinoma
NCT06944470,Non-small cell lung carcinoma,JS207
NCT07073170,Type 2 diabetes mellitus,LY3549492
NCT06631170,Atopic eczema,Roflumilast Cream
NCT06831370,Hodgkins lymphoma,brentuximab vedotin
NCT06831370,Hodgkins lymphoma,doxorubicin
NCT06831370,Hodgkins lymphoma,vinblastine
NCT06831370,Hodgkins lymphoma,dacarbazine
NCT06692270,Esophageal cancer,tislelizumab
NCT06614270,Antiphospholipid syndrome,anti-CD19 CAR-NK cells
NCT06614270,Systemic sclerosis,anti-CD19 CAR-NK cells
NCT06780670,Prostate cancer,Investigators choice of SoC
NCT06780670,Prostate cancer,AAA817
NCT06780670,Prostate cancer,AAA817
NCT06780670,Prostate cancer,AAA817
NCT06876675,Hyperlipidemia,lorlatinib
NCT06876675,Non-small cell lung carcinoma,lorlatinib
NCT06924970,Sickle cell disease,Tebapivat
NCT06638970,Epilepsy,Secretome
NCT06927375,Endocrine exophthalmos,Tocilizumab(400mg) combined with Flupentixol Melitracen(0.5mg:10mg)
NCT06927375,Endocrine exophthalmos,Tocilizumab(400mg)
NCT06793670,Heart failure,landiolol
NCT06681870,Endometrial cancer,ASP1893
NCT06681870,Non-small cell lung carcinoma,ASP1893
NCT06681870,Ovarian cancer,ASP1893
NCT06681870,Testicular cancer,ASP1893
NCT06710470,Psoriasis,deucravacitinib
NCT06710470,Psoriasis,Systemic psoriasis medications
NCT07092670,Fertility,Dabrafenib + Trametinib
NCT07092670,Fertility,pembrolizumab
NCT07092670,Fertility,nivolumab
NCT07092670,Melanoma,Dabrafenib + Trametinib
NCT07092670,Melanoma,pembrolizumab
NCT07092670,Melanoma,nivolumab
NCT06592170,Lymphoma,Linperlisib combination with obinutuzumab
NCT07010575,Wilson disease,New TETA
NCT07010575,Wilson disease,Standard of Care
NCT06952842,Retinitis pigmentosa,ZVS203e
NCT07012642,Lymphedema,GLP-1 Receptor Agonists
NCT06891742,Hepatocellular carcinoma,OriC902
NCT06914037,Mature T-cell and NK-cell non-Hodgkin lymphoma,CHT101
NCT06914037,Non-Hodgkin lymphoma,CHT101
NCT06914037,Primary cutaneous T-cell non-Hodgkin lymphoma,CHT101
NCT06663332,Arthritic joint disease,guselkumab
NCT06663332,Colitis,guselkumab
NCT06793137,Rectal carcinoma,metronidazole
NCT06959732,Follicular lymphoma,"zanubrutinib, obinutuzumab,combined with CVP"
NCT07051252,Narcolepsy,HBS-201
NCT06616532,Small cell lung carcinoma,PM8002
NCT06616532,Small cell lung carcinoma,paclitaxel
NCT06616532,Small cell lung carcinoma,topotecan
NCT06582732,Glaucoma,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Glaucoma,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Glaucoma,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Glaucoma,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Glaucoma,Travoprost intracameral implant exchanged at Month
NCT06582732,Glaucoma,Travoprost intracameral implant exchanged at Month
NCT06582732,Glaucoma,Travoprost intracameral implant exchanged at Month
NCT06582732,Ocular hypertension,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Ocular hypertension,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Ocular hypertension,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Ocular hypertension,Travoprost Intracameral Implant exchanged at Month
NCT06582732,Ocular hypertension,Travoprost intracameral implant exchanged at Month
NCT06582732,Ocular hypertension,Travoprost intracameral implant exchanged at Month
NCT06582732,Ocular hypertension,Travoprost intracameral implant exchanged at Month
NCT06768632,Thrombocytopenia,Group
NCT06768632,Thrombocytopenia,Group
NCT07065032,Type 2 diabetes mellitus,ZT002 Injection
NCT07065032,Type 2 diabetes mellitus,ZT002 Injection
NCT06707532,Kidney failure,propofol
NCT06707532,Kidney failure,rocuronium
NCT06789432,Hyperlipidemia,Atorvastatin
NCT06789432,Hyperlipidemia,atorvastatin
NCT07059832,Cancer,68Ga-NODAGA-SNA006
NCT07052032,Rheumatoid arthritis,CND261
NCT07020832,End stage renal failure,pegcetacoplan
NCT06775652,Esophageal squamous cell carcinoma,Neoadjuvant Chemoradiotherapy
NCT06782932,Malignant pancreatic neoplasm,AGEN2373
NCT06782932,Malignant pancreatic neoplasm,Balstilimab
NCT06782932,Malignant pancreatic neoplasm,cyclophosphamide
NCT06782932,Malignant pancreatic neoplasm,GVAX
NCT06782932,Malignant pancreatic neoplasm,AGEN2373 (RP2D)
NCT06782932,Malignant pancreatic neoplasm,Balstilimab
NCT06782932,Malignant pancreatic neoplasm,mKRASvax
NCT06579352,Duchenne muscular dystrophy,Human Umbilical Cord Mesenchymal Stem Cells (UC-MSC)
NCT06589778,Non-small cell lung carcinoma,SHR-A2102
NCT06589778,Non-small cell lung carcinoma,Adebelimab (SHR-1316)
NCT06589778,Non-small cell lung carcinoma,SHR-8068
NCT07112378,Eosinophilic esophagitis,dupilumab
NCT06837571,Pain,Measurement of Methadone in the Interstitial Fluid before and after prescribed dose taken in vivo
NCT07017478,Depressive disorder,LSD
NCT07017478,Endogenous depression,LSD
NCT06624878,Ovarian cancer,esketamine
NCT06831071,Melanoma,Pimonidazole
NCT07061171,Obstructive sleep apnea syndrome,Herbal Decoction
NCT06588478,B-cell chronic lymphocytic leukemia,pirtobrutinib
NCT06932471,Paroxysmal nocturnal hemoglobinuria,MY008211A tablets
NCT07057778,Autoimmune thrombocytopenic purpura,Iguratimod
NCT07057778,Autoimmune thrombocytopenic purpura,low-dose rituximab
NCT07009171,Obesity disorder,KDS2010
NCT06795178,Prostate cancer,FP-014
NCT06846671,B-cell chronic lymphocytic leukemia,BGB-16673
NCT06846671,B-cell chronic lymphocytic leukemia,bendamustine
NCT06846671,B-cell chronic lymphocytic leukemia,idelalisib
NCT06846671,B-cell chronic lymphocytic leukemia,rituximab
NCT06846671,B-cell chronic lymphocytic leukemia,venetoclax
NCT06953271,Overactive bladder,METHENAMINE HIPPURATE
NCT06953271,Overactive bladder,Typically prescribed oral antibiotic prophylaxis
NCT06953271,Urinary tract infection,METHENAMINE HIPPURATE
NCT06953271,Urinary tract infection,Typically prescribed oral antibiotic prophylaxis
NCT06785571,Respiratory insufficiency,nalbuphine hydrochloride Injection
NCT06785571,Respiratory insufficiency,hydromorphone hydrochloride Injection
NCT07126678,Follicular lymphoma,"zanubrutinib, bendamustine, and obinutuzumab"
NCT07010263,Small cell lung carcinoma,AK112
NCT06635135,Depressive disorder,Aticaprant
NCT06767735,Diabetes mellitus,GZR4
NCT06767735,Diabetes mellitus,Insulin Glargine U100
NCT06900335,Prader-Willi syndrome,GH treatment (Somatropin)
NCT06752135,Suppressor of tumorigenicity 3,neoadjuvant chemotherapy (cisplatin or carboplatin plus paclitaxel)
NCT07010835,Systemic lupus erythematosus,YK012
NCT06779435,Diffuse large B-cell lymphoma,Low intensity treatment options
NCT06779435,Diffuse large B-cell lymphoma,Conventional immunochemotherapy regimen
NCT06684535,Pain,dexmedetomidine
NCT06588335,Esophageal squamous cell carcinoma,BTLA inhibitor (JS004)
NCT06588335,Esophageal squamous cell carcinoma,toripalimab
NCT06588335,Esophageal squamous cell carcinoma,"Paclitaxel, Cisplatin"
NCT06856135,Crohn disease,Vedolizumab IV
NCT06783335,Heart failure,Standard of Care Pharmacologic Therapy
NCT06919835,Cerebrovascular disorder,cilostazol
NCT06694935,Metabolic dysfunction-associated steatotic liver disease,QX1206
NCT06694935,Type 2 diabetes mellitus,QX1206
NCT06595186,Glioma susceptibility 1,JK-1201I
NCT06595186,Glioma susceptibility 1,Temozolomide (TMZ)
NCT07093086,B-cell non-Hodgkin lymphoma,Triple-targeted CAR-T Therapy
NCT07096986,Glomerulonephritis,Forxiga
NCT06851663,Cervical carcinoma,[68Ga]Ga-NOTA-T4
NCT06851663,Cervical carcinoma,[68Ga]Ga-NOTA-RT4
NCT06851663,Cervical carcinoma,[18F]F-RESCA-T4
NCT06851663,Cervical carcinoma,[18F]F-RESCA-RT4
NCT06851663,Childhood bladder carcinoma,[68Ga]Ga-NOTA-T4
NCT06851663,Childhood bladder carcinoma,[68Ga]Ga-NOTA-RT4
NCT06851663,Childhood bladder carcinoma,[18F]F-RESCA-T4
NCT06851663,Childhood bladder carcinoma,[18F]F-RESCA-RT4
NCT06851663,Cholangiocarcinoma,[68Ga]Ga-NOTA-T4
NCT06851663,Cholangiocarcinoma,[68Ga]Ga-NOTA-RT4
NCT06851663,Cholangiocarcinoma,[18F]F-RESCA-T4
NCT06851663,Cholangiocarcinoma,[18F]F-RESCA-RT4
NCT06851663,Endometrial cancer,[68Ga]Ga-NOTA-T4
NCT06851663,Endometrial cancer,[68Ga]Ga-NOTA-RT4
NCT06851663,Endometrial cancer,[18F]F-RESCA-T4
NCT06851663,Endometrial cancer,[18F]F-RESCA-RT4
NCT06851663,Nasopharyngeal carcinoma,[68Ga]Ga-NOTA-T4
NCT06851663,Nasopharyngeal carcinoma,[68Ga]Ga-NOTA-RT4
NCT06851663,Nasopharyngeal carcinoma,[18F]F-RESCA-T4
NCT06851663,Nasopharyngeal carcinoma,[18F]F-RESCA-RT4
NCT06851663,Ovarian cancer,[68Ga]Ga-NOTA-T4
NCT06851663,Ovarian cancer,[68Ga]Ga-NOTA-RT4
NCT06851663,Ovarian cancer,[18F]F-RESCA-T4
NCT06851663,Ovarian cancer,[18F]F-RESCA-RT4
NCT06851663,Prostate cancer,[68Ga]Ga-NOTA-T4
NCT06851663,Prostate cancer,[68Ga]Ga-NOTA-RT4
NCT06851663,Prostate cancer,[18F]F-RESCA-T4
NCT06851663,Prostate cancer,[18F]F-RESCA-RT4
NCT06851663,Urothelial carcinoma,[68Ga]Ga-NOTA-T4
NCT06851663,Urothelial carcinoma,[68Ga]Ga-NOTA-RT4
NCT06851663,Urothelial carcinoma,[18F]F-RESCA-T4
NCT06851663,Urothelial carcinoma,[18F]F-RESCA-RT4
NCT06626256,Metastatic melanoma,aldesleukin
NCT06626256,Metastatic melanoma,cyclophosphamide
NCT06626256,Metastatic melanoma,fludarabine
NCT06626256,Metastatic melanoma,Therapeutic Tumor Infiltrating Lymphocytes
NCT06923709,Proteinuria,amiloride
NCT06653556,Systemic lupus erythematosus,LCAR-AIO T cells
NCT06708156,Myopia,Atropine sulfate eye drops
NCT06708156,Myopia,Atropine sulfate eye drops
NCT07001709,Prostate cancer,Oxycodone oral capsule
NCT07001709,Prostate cancer,Abiraterone Acetate Tablets
NCT06629909,Cirrhosis of liver,Secretome
NCT06623656,Carcinoma,cemiplimab
NCT06623656,Carcinoma,Platinum based chemotherapy
NCT06973356,Autoimmune thrombocytopenic purpura,Anti-CD19/BCMA CAR gene vector injection will be injected intravenously on a one-time basis.
NCT06759909,Atrial fibrillation,Dapagliflozin (DAPA)
NCT06992609,Small cell lung carcinoma,durvalumab
NCT06710756,Gastric carcinoma,[203Pb]Pb-PSV359
NCT06710756,Gastric carcinoma,[212Pb]Pb-PSV359
NCT06710756,Ovarian cancer,[203Pb]Pb-PSV359
NCT06710756,Ovarian cancer,[212Pb]Pb-PSV359
NCT06710756,Pancreatic ductal adenocarcinoma,[203Pb]Pb-PSV359
NCT06710756,Pancreatic ductal adenocarcinoma,[212Pb]Pb-PSV359
NCT06788509,Leukemia,JNJ-75348780
NCT06788509,Leukemia,JNJ-67856633
NCT06788509,Leukemia,JNJ-54179060
NCT06788509,Leukemia,JNJ-64264681
NCT06788509,Leukemia,JNJ-74856665
NCT06788509,Leukemia,JNJ-70218902
NCT06788509,Leukemia,JNJ-64619178
NCT06788509,Lymphoma,JNJ-75348780
NCT06788509,Lymphoma,JNJ-67856633
NCT06788509,Lymphoma,JNJ-54179060
NCT06788509,Lymphoma,JNJ-64264681
NCT06788509,Lymphoma,JNJ-74856665
NCT06788509,Lymphoma,JNJ-70218902
NCT06788509,Lymphoma,JNJ-64619178
NCT06788509,Myelodysplastic syndrome,JNJ-75348780
NCT06788509,Myelodysplastic syndrome,JNJ-67856633
NCT06788509,Myelodysplastic syndrome,JNJ-54179060
NCT06788509,Myelodysplastic syndrome,JNJ-64264681
NCT06788509,Myelodysplastic syndrome,JNJ-74856665
NCT06788509,Myelodysplastic syndrome,JNJ-70218902
NCT06788509,Myelodysplastic syndrome,JNJ-64619178
NCT06834009,Pain,SUZ
NCT06708624,Age-related macular degeneration,FYB201
NCT07113834,Uveitis,adalimumab
NCT07113834,Uveitis,Systemic corticosteroids
NCT06665724,Adult glioblastoma,5-Aminolevulinic acid Hydrochloride (Gliolan®)
NCT07005024,Cancer,Apixaban
NCT07005024,Cancer,Apixaban
NCT07005024,Cancer,No anticoagulation
NCT06925724,Cervical carcinoma,Ivonescimab
NCT06925724,Endometrial cancer,Ivonescimab
NCT06694324,Soft tissue sarcoma,Liposomal Doxorubicin (Doxil)
NCT06694324,Soft tissue sarcoma,Apatinib
NCT06694324,Soft tissue sarcoma,Camrelizumab
NCT06859424,B-cell chronic lymphocytic leukemia,Conditioning Regimen A
NCT06859424,B-cell chronic lymphocytic leukemia,Conditioning Regimen B
NCT06859424,B-cell chronic lymphocytic leukemia,Conditioning Regimen C
NCT06859424,B-cell chronic lymphocytic leukemia,Conditioning Regimen D
NCT06859424,B-cell chronic lymphocytic leukemia,Conditioning Regimen E
NCT06859424,B-cell chronic lymphocytic leukemia,"PTCy (50 mg/kg D3, D4)"
NCT06859424,B-cell chronic lymphocytic leukemia,"PTCy (25 mg/kg D3, D4)"
NCT06859424,B-cell chronic lymphocytic leukemia,Post-transplant Tacrolimus
NCT06859424,B-cell chronic lymphocytic leukemia,Post-transplant Mycophenolate mofetil
NCT06859424,B-cell chronic lymphocytic leukemia,Post-transplant Abatacept
NCT06859424,B-cell chronic lymphocytic leukemia,Post-transplant Ruxolitinib
NCT06859424,B-cell chronic lymphocytic leukemia,Supportive Care: Growth Factors
NCT06859424,B-cell chronic lymphocytic leukemia,Supportive Care: Seizure prophylaxis
NCT06859424,B-cell chronic lymphocytic leukemia,Supportive Care: Prophylaxis against infections
NCT06859424,Lymphoma,Conditioning Regimen A
NCT06859424,Lymphoma,Conditioning Regimen B
NCT06859424,Lymphoma,Conditioning Regimen C
NCT06859424,Lymphoma,Conditioning Regimen D
NCT06859424,Lymphoma,Conditioning Regimen E
NCT06859424,Lymphoma,"PTCy (50 mg/kg D3, D4)"
NCT06859424,Lymphoma,"PTCy (25 mg/kg D3, D4)"
NCT06859424,Lymphoma,Post-transplant Tacrolimus
NCT06859424,Lymphoma,Post-transplant Mycophenolate mofetil
NCT06859424,Lymphoma,Post-transplant Abatacept
NCT06859424,Lymphoma,Post-transplant Ruxolitinib
NCT06859424,Lymphoma,Supportive Care: Growth Factors
NCT06859424,Lymphoma,Supportive Care: Seizure prophylaxis
NCT06859424,Lymphoma,Supportive Care: Prophylaxis against infections
NCT06859424,Myelodysplastic syndrome,Conditioning Regimen A
NCT06859424,Myelodysplastic syndrome,Conditioning Regimen B
NCT06859424,Myelodysplastic syndrome,Conditioning Regimen C
NCT06859424,Myelodysplastic syndrome,Conditioning Regimen D
NCT06859424,Myelodysplastic syndrome,Conditioning Regimen E
NCT06859424,Myelodysplastic syndrome,"PTCy (50 mg/kg D3, D4)"
NCT06859424,Myelodysplastic syndrome,"PTCy (25 mg/kg D3, D4)"
NCT06859424,Myelodysplastic syndrome,Post-transplant Tacrolimus
NCT06859424,Myelodysplastic syndrome,Post-transplant Mycophenolate mofetil
NCT06859424,Myelodysplastic syndrome,Post-transplant Abatacept
NCT06859424,Myelodysplastic syndrome,Post-transplant Ruxolitinib
NCT06859424,Myelodysplastic syndrome,Supportive Care: Growth Factors
NCT06859424,Myelodysplastic syndrome,Supportive Care: Seizure prophylaxis
NCT06859424,Myelodysplastic syndrome,Supportive Care: Prophylaxis against infections
NCT06859424,Myelofibrosis,Conditioning Regimen A
NCT06859424,Myelofibrosis,Conditioning Regimen B
NCT06859424,Myelofibrosis,Conditioning Regimen C
NCT06859424,Myelofibrosis,Conditioning Regimen D
NCT06859424,Myelofibrosis,Conditioning Regimen E
NCT06859424,Myelofibrosis,"PTCy (50 mg/kg D3, D4)"
NCT06859424,Myelofibrosis,"PTCy (25 mg/kg D3, D4)"
NCT06859424,Myelofibrosis,Post-transplant Tacrolimus
NCT06859424,Myelofibrosis,Post-transplant Mycophenolate mofetil
NCT06859424,Myelofibrosis,Post-transplant Abatacept
NCT06859424,Myelofibrosis,Post-transplant Ruxolitinib
NCT06859424,Myelofibrosis,Supportive Care: Growth Factors
NCT06859424,Myelofibrosis,Supportive Care: Seizure prophylaxis
NCT06859424,Myelofibrosis,Supportive Care: Prophylaxis against infections
NCT06859424,Myeloproliferative neoplasm,Conditioning Regimen A
NCT06859424,Myeloproliferative neoplasm,Conditioning Regimen B
NCT06859424,Myeloproliferative neoplasm,Conditioning Regimen C
NCT06859424,Myeloproliferative neoplasm,Conditioning Regimen D
NCT06859424,Myeloproliferative neoplasm,Conditioning Regimen E
NCT06859424,Myeloproliferative neoplasm,"PTCy (50 mg/kg D3, D4)"
NCT06859424,Myeloproliferative neoplasm,"PTCy (25 mg/kg D3, D4)"
NCT06859424,Myeloproliferative neoplasm,Post-transplant Tacrolimus
NCT06859424,Myeloproliferative neoplasm,Post-transplant Mycophenolate mofetil
NCT06859424,Myeloproliferative neoplasm,Post-transplant Abatacept
NCT06859424,Myeloproliferative neoplasm,Post-transplant Ruxolitinib
NCT06859424,Myeloproliferative neoplasm,Supportive Care: Growth Factors
NCT06859424,Myeloproliferative neoplasm,Supportive Care: Seizure prophylaxis
NCT06859424,Myeloproliferative neoplasm,Supportive Care: Prophylaxis against infections
NCT06592924,Prostate cancer,abiraterone
NCT06592924,Prostate cancer,enzalutamide
NCT06592924,Prostate cancer,apalutamide
NCT06592924,Prostate cancer,Darolutamide (BAY
NCT06592924,Prostate cancer,docetaxel
NCT06592924,Prostate cancer,ADT
NCT06704724,Carcinoma,PF-07985045
NCT06713434,Epidermolysis bullosa,ELK-003 (Standarized Amniotic Fluid Secretome Eye Drops)
NCT06952309,Pharyngitis,Intracheal dexmedetomidine
NCT06952309,Pharyngitis,Intravenous lidocaine
NCT06952309,Pharyngitis,Intravenous lidocaine combined with intracheal dexmedetomidine
NCT06866509,Inherited lipid metabolism disorder,Litorvazet Tablet
NCT06866509,Inherited lipid metabolism disorder,Litorvazet Tablet10/20mg
